id,restaurant_id,restaurant_name,zip_code,avg_sentiment_polarity,avg_sentiment_subjectivity,zip_code_income,restaurant_rating,price
3980,eFhpQCpS_iCdZ749f31-zA,Ramen House Ryujin,95815,0.3121031746031746,0.3121031746031746,25970.0,4.5,$
3981,n7I3JCkRcJr5n31-J_JtNQ,The Firehouse Restaurant,95605,0.4231481481481481,0.4231481481481481,26705.0,4.0,$
3982,B_Qd_Z6ZQWZju_889gvjog,The Coconut On T,95817,0.29555555555555557,0.29555555555555557,26331.0,4.5,$
3983,TDhp8Cv0sXecG2VX5EzTbg,Serrano's Cafe,95605,0.28194444444444444,0.28194444444444444,26705.0,4.5,$
3984,FKzQgkugJXdpyFnAEE-zZw,Tower Cafe,95817,0.5816666666666667,0.5816666666666667,26331.0,4.0,$
3985,MNM9BeAbsdLyRbP2n3EHRw,La Esperanza,93646,0.20000000000000004,0.20000000000000004,23280.0,4.5,$
3986,1F6ROmIstmzHjLF8E6Q_Sw,Quesadilla Gorilla,93235,0.24444444444444446,0.24444444444444446,26215.0,4.5,$
3987,Mn7pdyyvBn_H6Mk7hWyWXw,La Catrina Mexican Restaurant,93646,0.5187499999999999,0.5187499999999999,23280.0,5.0,$
3988,veVqQqX3zkfUiV6aMj9e6Q,Davorn's Place Lao,93615,0.25245310245310243,0.25245310245310243,26694.0,4.0,$
3989,bwjtGpjPBAZg6dLgVyriTw,Mariscos Los Compadres,93646,0.5722222222222222,0.5722222222222222,23280.0,4.5,$
3990,mAK04oKw7dC_ZZuAcmq5tA,Xiong Pho N Seafood,93615,-0.019444444444444448,-0.019444444444444448,26694.0,4.0,$
3991,MkkZ3VZrKx9ad8Qpji7ijw,Cafe Collage,95935,0.3666666666666667,0.3666666666666667,24750.0,5.0,$
3992,kG475hml949_E9d8zUpbeg,Feather Falls Casino & Lodge,95914,0.26787037037037037,0.26787037037037037,26667.0,3.5,$
3993,bjNJwN_0BqEJuoDpCHgFIg,Wagon Wheel Market,95914,0.5069444444444445,0.5069444444444445,26667.0,4.5,$
3994,iNg4vfmlewqQXtHslRwlOA,Vallarta Grill,95965,0.40972222222222215,0.40972222222222215,24523.0,4.5,$
3995,QGyva9-OipvzRrao6wFjug,Jake's Burgers & More,95965,0.1039814814814815,0.1039814814814815,24523.0,4.0,$
3996,byObBTThNADnyfwRpdWO2A,Miner's Alley Brewing Company,95965,0.20959595959595964,0.20959595959595964,24523.0,4.0,$
3997,UB6LsWxUVewjtquV_uCg-Q,Morning Glory,96039,0.47937499999999994,0.47937499999999994,23095.0,4.5,$
3998,qQDnewxPmN1vT8a1RX5cxg,Green Springs Inn,96044,0.4115740740740741,0.4115740740740741,26635.0,4.5,$
3999,-PTHEqLaUVq7w-39SUHbcw,Strings Italian Cafe,96050,0.4018518518518519,0.4018518518518519,22083.0,4.5,$
4000,bgBQoYMQWxp7AcDzchl0NA,Puerto Vallarta,96050,0.30430555555555555,0.30430555555555555,22083.0,4.0,$
4001,Epp0A5x7ZPdHes4Jxn8EhQ,Nature's Kitchen,96050,0.141468253968254,0.141468253968254,22083.0,4.5,$
4002,ivym1byQ05eFIUPeRB8lDw,Sammich,96044,0.16342592592592595,0.16342592592592595,26635.0,4.5,$
4004,sh6zxC46QF2wGV0hZ-X2dA,The Gifted Horse Lodge,96050,0.46666666666666673,0.46666666666666673,22083.0,5.0,$
4005,F3uVYdhYwfEZM5VOz2caCg,Victor's Mexican Food,96086,0.492962962962963,0.492962962962963,22679.0,5.0,$
4006,cYEBH7OjFPlIBSAhcV5Mcg,Dave's Place,96086,0.17029220779220777,0.17029220779220777,22679.0,4.0,$
4008,9N-kN8PZSjAjRdwi_6uSyg,Billy Q's,92241,0.047424242424242403,0.047424242424242403,26554.0,4.5,$
4009,C1sj2aLpH_yx43bu_DQdwA,Alps Village,92274,0.2681457431457432,0.2681457431457432,24760.0,4.5,$
4010,TzEo3QxhqXyX5rygRdj7tg,El Ranchito Taco Shop,92241,0.3466269841269842,0.3466269841269842,26554.0,4.5,$
4011,RuWBro8YMXtCxHbQjZFQEw,Sherman's Deli & Bakery,92241,0.3064520202020202,0.3064520202020202,26554.0,4.0,$
4012,-o0l1ubaUOp0WdPWfdBfQA,Flor De Jalisco,92241,0.33888888888888885,0.33888888888888885,26554.0,4.5,$
4013,gaAv6fAJm209Z56jKkzdGw,Cups Cafe,92241,0.36994047619047615,0.36994047619047615,26554.0,4.5,$
4014,n3sKOKoEk_gKhBvgfIwZaA,Buona Forchetta,92113,0.09666666666666666,0.09666666666666666,23841.0,4.5,$
